att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,att65,att66,att67,att68,att69,att70,att71,att72,att73,att74,att75,att76,att77,att78,att79,att80,att81,att82,att83,att84,att85,att86,att87,att88,att89,att90,att91,att92,att93,att94,att95,att96,att97,att98,att99,att100,att101,att102,att103,att104,att105,att106,att107,att108,att109,att110,att111,att112,att113,att114,att115,att116,att117,att118,att119,att120,att121,att122,att123,att124,att125,att126,att127,att128,att129,att130,att131,att132,att133,att134,att135,att136,att137,att138,att139,att140,output
0.39760801,-0.72830254,-1.7980215,-2.3161048,-2.4281429,-2.637936,-2.6854949,-2.550609,-1.9970645,-1.411767,-1.0279443,-0.75419224,-0.66583516,-0.52998019,-0.074631736,0.34812456,0.44427403,0.44440522,0.44583867,0.38125287,0.38256657,0.3581805,0.44238701,0.47397913,0.41743752,0.44298406,0.42025414,0.46336423,0.42771973,0.43801605,0.40917839,0.37998385,0.43750282,0.40969468,0.39996501,0.41976337,0.4053415,0.34230796,0.32979271,0.32481191,0.29974068,0.27742296,0.23597758,0.24649863,0.26526665,0.24472,0.23462466,0.17277096,0.16294696,0.17070908,0.11745642,0.11507863,0.15651678,0.11792493,0.004534479,0.024448819,-0.017977278,0.035976826,0.12278934,0.042744704,0.020211726,-0.025064544,-0.046751383,-0.026051219,0.003434602,0.040841822,-0.012893147,0.003624186,0.077159117,0.092699474,0.15389906,0.15455146,0.21213627,0.30955128,0.26807302,0.20391883,0.28617767,0.36060694,0.3812943,0.46241378,0.45167811,0.42982267,0.47919988,0.49706683,0.57367955,0.58272397,0.52871552,0.55402271,0.55213593,0.57605507,0.55256653,0.59462122,0.61706422,0.60388831,0.649625,0.61384834,0.6673251,0.73351198,0.66859897,0.70729551,0.73192121,0.69166815,0.68219576,0.65687806,0.61317804,0.6191616,0.6861489,0.67220741,0.76354386,0.73012416,0.75967538,0.88074232,0.76824058,0.75782572,0.7757309,0.71688978,0.67667818,0.61567919,0.52977192,0.50079418,0.44116094,0.4295229,0.46187532,0.32214944,0.14444519,-0.013917781,0.004315465,0.25910334,0.31209382,0.14752561,-0.038976065,-0.48684892,-1.1781719,-1.8435244,-2.6581129,-3.5170736,-4.312808,-3.775397,-3.3521509,-1.7384242,2
0.82542607,-0.34786249,-1.328812,-2.2037331,-2.7928722,-3.0044326,-2.7651755,-2.4522595,-2.1216075,-1.5800627,-0.99215242,-0.61693524,-0.50887813,-0.41636964,-0.20833726,0.11631755,0.40067326,0.45551367,0.49284716,0.51871977,0.47379518,0.47706232,0.47690357,0.48413826,0.4161068,0.38364848,0.43627961,0.38449061,0.4063631,0.44936291,0.47122246,0.51794592,0.43675295,0.39220848,0.38437491,0.31601045,0.31568571,0.31967301,0.30087906,0.33815812,0.28234245,0.25962788,0.335108,0.27020942,0.27154939,0.23512348,0.1237838,0.18633138,0.14811077,0.063715677,0.077841086,0.064848111,0.067325457,0.044453934,-0.001442356,0.029036792,0.012264945,-0.05567037,-0.00827468,0.006577024,-0.076133911,-0.056002611,-0.014264176,-0.019258265,0.024118317,0.019092497,0.090560116,0.1935187,0.1679858,0.26486473,0.34138446,0.30542798,0.33952931,0.30166552,0.26454048,0.39767545,0.51193197,0.54874729,0.63630846,0.68704157,0.6667811,0.66265499,0.63221586,0.62030008,0.66172057,0.63587,0.63413113,0.70265126,0.74392395,0.67517651,0.52245341,0.59596434,0.72031134,0.656205,0.65536538,0.67322357,0.65295373,0.6722473,0.68257949,0.68202413,0.69356898,0.73477837,0.77228499,0.70825265,0.67812693,0.75912393,0.72983324,0.71419457,0.77439498,0.80353057,0.89361143,0.87502018,0.75380834,0.74985905,0.67923713,0.50405802,0.44442591,0.42812146,0.45888879,0.51801442,0.40690885,0.26248966,0.12075445,-0.10872006,-0.14517271,0.048360381,0.073248724,-0.15955828,-0.50955543,-0.94373652,-1.4424205,-1.9668063,-2.4571962,-3.0895189,-3.5807516,-3.7050958,-3.2729085,-2.1520349,-1.3485201,0.15568178,2
1.4034481,0.9950129,0.2425276,-0.67773037,-1.0797453,-1.4956986,-1.8250653,-1.8753308,-1.4296791,-0.96032593,-0.68206253,-0.55008294,-0.41618714,0.10915661,0.29300209,0.36895894,0.24121887,0.37180968,0.3231611,0.26535936,0.33431612,0.30429292,0.29656365,0.30543774,0.23727668,0.20885396,0.26603393,0.24925049,0.23001027,0.21434408,0.20915339,0.17332061,0.24329517,0.11622405,0.18345886,0.15651725,0.12015624,0.1646533,0.091913733,0.13481192,0.061004123,0.041134577,0.026457535,-0.046503762,0.006455185,-0.16230349,-0.1101841,-0.074610675,-0.083959825,-0.096848062,-0.12439093,-0.071790923,-0.1253958,-0.087147365,-0.1350358,-0.083855589,0.036939948,0.007769122,0.075592519,0.043283487,0.11238669,0.19781605,0.14010469,0.25625542,0.24943868,0.2981572,0.3162755,0.36645386,0.36182839,0.49423315,0.38928808,0.37089466,0.49629383,0.48789701,0.51524252,0.49136152,0.49235253,0.46147085,0.46543391,0.51026458,0.43877427,0.49697835,0.50022613,0.46972516,0.47483708,0.50828585,0.537984,0.53619516,0.50875734,0.51290577,0.60142612,0.4420897,0.53350177,0.62009331,0.58645631,0.56440338,0.63393592,0.64559051,0.60682746,0.67465581,0.69089163,0.67020575,0.6736639,0.68452354,0.65918371,0.71344749,0.676091,0.65886173,0.77592857,0.74392366,0.66746561,0.67810782,0.63018031,0.60031281,0.57969534,0.62448401,0.6070428,0.5733589,0.51466163,0.55161166,0.59425631,0.47839877,0.4168372,0.33892811,0.054014507,0.038632812,0.03214529,-0.19292012,-0.51519338,-0.81646194,-1.1687694,-1.4882697,-1.5626881,-1.9308062,-2.3569917,-2.9351662,-3.4478693,-4.0454934,-4.763192,-5.0283738,2
1.202385,0.62997443,0.38531007,-0.18072288,-0.5289179,-0.79725944,-0.97474506,-0.9139881,-0.78489639,-0.53829837,-0.19115186,0.18571354,0.47076998,0.51634321,0.52023173,0.66471627,0.8630025,1.0424387,1.1557477,1.1490282,1.0648274,1.0046151,1.0148491,1.0327074,1.0212981,0.99987319,0.9443817,0.90763137,0.93445529,0.93664695,0.91703272,0.87382604,0.83760453,0.88436259,0.84752065,0.76714212,0.82008945,0.80296966,0.74660806,0.76726303,0.73447523,0.73426949,0.74518414,0.65042067,0.61599769,0.64401966,0.61796545,0.55764206,0.50913183,0.51455496,0.51593205,0.4891986,0.50392754,0.48406646,0.3976779,0.35057931,0.35706807,0.36498907,0.30687554,0.23011212,0.242509,0.25081648,0.20523742,0.19423364,0.18604781,0.18077723,0.1923003,0.17237589,0.15448513,0.17159755,0.19199973,0.18149795,0.12169519,0.10711788,0.1594472,0.1726553,0.15346083,0.17178221,0.20618538,0.21625718,0.20274018,0.21513516,0.22608168,0.19363267,0.17013785,0.13676228,0.075044859,0.064975776,0.066187623,0.033924416,0.045890736,0.077447583,0.052377575,0.021398906,0.056743224,0.090825063,0.043538503,0.005749897,0.011215295,-0.004688052,0.028389943,0.03467498,-0.047044684,-0.000937853,0.11435846,0.083189011,0.026243585,0.036426563,0.060867851,0.053832758,-0.006650346,-0.082194603,-0.12385171,-0.13400767,-0.11385147,-0.079803352,-0.071252075,-0.097109106,-0.1500431,-0.24941156,-0.35187862,-0.44271743,-0.53806586,-0.57686529,-0.63096428,-0.81601321,-1.0845126,-1.4597659,-1.9478835,-2.4531697,-2.9743102,-3.4264039,-3.9185085,-4.1759444,-3.836152,-3.3719541,-2.3517066,-1.3637316,-1.4529097,0.14855757,2
-0.12328725,-0.50936742,-1.1018124,-1.4863734,-1.7262984,-1.898425,-2.0723063,-2.0728149,-1.9038407,-1.7418844,-1.4281035,-0.90662332,-0.49557318,-0.33436063,-0.24365522,-0.10276383,0.093164254,0.27700923,0.34683724,0.31932022,0.28174337,0.27987869,0.31001994,0.29932899,0.29427822,0.36820918,0.3793203,0.33472938,0.38681538,0.41210878,0.32479956,0.31255715,0.38370091,0.39222299,0.36800074,0.33868527,0.29000175,0.31176807,0.35635973,0.39069699,0.43710344,0.37081333,0.343383,0.36348181,0.3078543,0.36728596,0.38871763,0.3169039,0.30815475,0.33779653,0.42492378,0.41818914,0.38450818,0.4420474,0.37903398,0.31533755,0.40410602,0.41406002,0.36695846,0.40623,0.38271825,0.34176014,0.35351893,0.36438647,0.43413667,0.46743126,0.45063676,0.45583386,0.44135806,0.4808014,0.56431659,0.56437468,0.54571336,0.5599208,0.55267739,0.58805305,0.62196661,0.6042159,0.62733304,0.64045993,0.63486441,0.67690354,0.67834858,0.62590379,0.61879699,0.60597779,0.5683234,0.57443776,0.59860757,0.6054588,0.57191143,0.5835252,0.62053675,0.57189803,0.56782924,0.59431779,0.58999447,0.59284041,0.53531672,0.51796539,0.58065378,0.56940161,0.50740855,0.48465438,0.49028084,0.50371173,0.50009532,0.51538788,0.61591523,0.68975943,0.66837969,0.63425031,0.58074997,0.48822277,0.40648403,0.38065641,0.39577981,0.44804056,0.5185314,0.4803677,0.34230697,0.22832121,0.079451798,-0.099842285,-0.12584212,-0.078221241,-0.17441225,-0.39664685,-0.73982124,-1.258703,-1.8564341,-2.4437939,-3.0712729,-3.718521,-4.0496602,-3.8639542,-3.2075047,-2.364556,-1.7736057,-1.0623465,2
-0.49678588,-0.97039854,-1.4141726,-1.8013763,-1.8312487,-1.5464363,-1.160182,-0.82761128,-0.62282015,-0.51110322,-0.22983735,0.13071177,0.26858242,0.23385302,0.11909031,0.20590019,0.29281283,0.25929737,0.21597172,0.21239849,0.23825786,0.21249239,0.1832148,0.19368837,0.20436263,0.13791959,0.18003907,0.1869454,0.13446033,0.1629702,0.14023741,0.15156043,0.12990145,0.064574876,0.091259496,0.080203122,0.034761552,0.030143918,0.018085374,0.041709188,0.017572274,-0.035688869,-0.051416322,-0.10883275,-0.13516175,-0.034916549,-0.064138759,-0.088804256,-0.12638203,-0.16229578,-0.070364522,-0.076222341,-0.051683453,-0.077725295,-0.054305142,-0.026771736,0.076601343,0.13968876,0.23060006,0.22943446,0.23796775,0.23731451,0.24494371,0.29168666,0.31793535,0.41396604,0.45778909,0.46746233,0.41050365,0.36158151,0.34987734,0.46702624,0.52894944,0.52640004,0.4699723,0.31216796,0.37272935,0.41462265,0.41282454,0.49894375,0.40897014,0.39778106,0.46451004,0.47084944,0.44133424,0.46407258,0.58843411,0.61263454,0.46646705,0.46510632,0.54288234,0.47754871,0.59395882,0.68910744,0.67562056,0.68721604,0.66722876,0.69156862,0.67583769,0.59275915,0.69270772,0.80499164,0.84975976,0.76817544,0.65801313,0.71698923,0.69366117,0.68063942,0.81208644,0.78639629,0.74911523,0.74361177,0.70951838,0.6878927,0.720716,0.75130361,0.69799967,0.65241703,0.73525458,0.90782804,0.99972632,0.99484938,1.2047775,1.5531,1.7029839,1.2799069,-0.2461023,-1.4755009,-1.877219,-2.1854651,-2.565243,-3.1276992,-3.4880458,-3.2904093,-2.9590385,-2.8144504,-2.6260517,-2.603883,-2.5443924,-2.2920931,2
0.34955093,-0.55378404,-1.0941362,-1.999302,-2.4874924,-2.8619544,-2.9028709,-2.5746291,-2.1148997,-1.4604087,-0.80037685,-0.57075509,-0.55979408,-0.37810258,-0.044000036,0.28129958,0.44651675,0.42089152,0.35627198,0.35448241,0.34955093,0.33033608,0.35069159,0.32543479,0.289906,0.38515823,0.3773198,0.29017619,0.37657194,0.35303823,0.29187197,0.32429748,0.30542956,0.28997748,0.23998404,0.22000417,0.27244457,0.24276059,0.18597542,0.2496658,0.29075685,0.24038096,0.22980834,0.23062903,0.19905854,0.16002311,0.061998676,-0.021391531,0.020414061,0.066900008,0.028126473,-0.015189399,-0.051161874,-0.10346152,-0.12164222,-0.08964789,-0.078020039,-0.12880064,-0.12203804,-0.052313763,-0.081605612,-0.11003472,-0.014334186,0.043084807,0.032337654,0.048312505,0.12762807,0.2107796,0.2122121,0.25771825,0.32066678,0.30903014,0.40610444,0.5080837,0.48767955,0.50938315,0.47726879,0.49471924,0.5260525,0.51289663,0.58472722,0.55653392,0.55739856,0.62882703,0.60267158,0.55763492,0.54622183,0.56355208,0.58748957,0.57085662,0.56988687,0.55945535,0.58008439,0.6453263,0.59518018,0.56790354,0.6215321,0.57249326,0.6257832,0.67717438,0.62392327,0.72781317,0.75381499,0.82181975,0.85958671,0.88301385,0.93475361,0.89491909,1.024958,0.96153218,0.95813365,1.0900392,1.013653,0.97532841,0.8618565,0.72826457,0.73943069,0.67966255,0.65564493,0.67636531,0.52593315,0.39057348,0.27418284,0.21558349,0.30540129,0.30556581,0.032341557,-0.37010996,-0.86741694,-1.5749693,-2.170205,-2.7931438,-3.4450734,-3.817711,-3.6477335,-2.8246223,-1.9647066,-0.71336509,-0.55142479,0.17613932,2
-0.71516705,-1.7025556,-2.0383199,-2.3602192,-2.3560971,-2.479056,-2.4989866,-2.2748146,-1.8720068,-1.3064757,-0.87371886,-0.72242915,-0.68783368,-0.55669818,-0.39527105,-0.16023571,0.18918388,0.34861785,0.32452854,0.37421542,0.35505768,0.28734648,0.3573197,0.31090066,0.29854222,0.43433359,0.40683316,0.41557389,0.4250741,0.40062495,0.45415256,0.40594551,0.42262482,0.45489797,0.3764322,0.35505768,0.32900884,0.30660228,0.37683367,0.38632032,0.3352387,0.30969623,0.25500684,0.28600849,0.27661223,0.17668689,0.2776606,0.35726406,0.2677902,0.2692988,0.29560075,0.23156281,0.20241627,0.17668709,0.10113683,0.097410985,0.16505427,0.18145313,0.13355323,0.15357764,0.21632484,0.16200258,0.1021061,0.14391904,0.12225959,0.077592009,0.12969936,0.1140396,0.064033954,0.11556725,0.13704894,0.14073595,0.22965343,0.25119828,0.21074719,0.21632484,0.25679118,0.33376914,0.30929077,0.31460671,0.41451461,0.38547938,0.40436528,0.49823604,0.54443205,0.57306642,0.54038899,0.56267971,0.66242801,0.69309592,0.69198028,0.69754003,0.66571461,0.65579343,0.67580773,0.6721613,0.72716157,0.81010418,0.7875716,0.74875295,0.75143721,0.7176,0.74262031,0.83292132,0.81710118,0.79107516,0.87432331,0.87856716,0.79414785,0.83390055,0.89017004,0.81361795,0.76691376,0.76448517,0.65645898,0.53342847,0.53758554,0.60871264,0.64942328,0.64820242,0.57306642,0.4596695,0.38283728,0.27753001,0.19311659,0.3352387,0.44636996,0.22628982,-0.011554542,-0.39011221,-1.0917276,-1.7511706,-2.412731,-3.1631991,-3.6934953,-3.9258412,-3.4379536,-2.3497499,-1.6841612,-0.289958,2
-0.16517007,-1.4334488,-2.2015962,-2.8550053,-2.9022661,-2.8322581,-2.675264,-2.5599553,-2.1799124,-1.4991285,-0.85567348,-0.6916102,-0.56780967,-0.32259767,-0.007971597,0.23459248,0.27384253,0.32847669,0.28962813,0.24924482,0.25017893,0.30778678,0.28889628,0.34922136,0.30009469,0.16546095,0.35270782,0.39456316,0.33693424,0.28215754,0.27185251,0.28585868,0.25999588,0.26995704,0.28756198,0.24399881,0.19547504,0.28662079,0.21296346,0.20404712,0.20174939,0.1305063,0.11215537,0.085469076,0.16210299,0.091504489,0.10654193,0.11938263,0.088685929,0.022995376,0.021921588,0.080224051,0.040347189,0.081188872,0.025313331,0.055207023,0.012683954,0.01140165,0.14586831,0.1016727,0.14172333,0.24554859,0.24406625,0.27774699,0.29946311,0.33505317,0.3401766,0.34087578,0.43512873,0.49433194,0.48950013,0.46733866,0.51821148,0.54019168,0.52685144,0.53202051,0.50311721,0.54691438,0.5202499,0.44754874,0.51397397,0.43661775,0.49612999,0.51184908,0.47827704,0.54106004,0.50734015,0.53119874,0.47359218,0.4922633,0.53845017,0.44498019,0.51835397,0.61822484,0.64329359,0.61973387,0.55179188,0.63051226,0.56937226,0.57807017,0.635789,0.60557042,0.69952821,0.73166302,0.74576746,0.85775212,0.84712637,0.81033637,0.85130608,0.8583276,0.87222948,0.91374147,0.91561951,0.87496033,0.85831051,0.78415101,0.60308578,0.5649698,0.57675922,0.62869125,0.63672082,0.54208384,0.5503396,0.40368501,0.24203461,0.39334834,0.55089254,0.32103865,-0.050006113,-0.50491118,-1.1230581,-1.7407765,-2.3620547,-2.9636751,-3.5979639,-3.4933647,-3.1438781,-1.9707957,-1.3517718,-0.38408912,2
0.32080175,-0.53049288,-1.0687625,-1.8948468,-2.6359669,-3.1676141,-3.2706507,-2.9334167,-2.5431956,-2.117332,-1.5503113,-1.0664551,-0.87439995,-0.80763032,-0.6156085,-0.25734549,0.10895958,0.3230518,0.37622242,0.34611568,0.34986455,0.39823791,0.39679936,0.37969274,0.41218859,0.42379937,0.39239252,0.38024969,0.38393574,0.3997232,0.42653541,0.39486304,0.36106038,0.41982169,0.45790883,0.38816259,0.33609986,0.38246165,0.42566363,0.40081022,0.37091683,0.29505075,0.22016596,0.25753748,0.23672999,0.18153694,0.26411578,0.26956234,0.14212641,0.07841429,0.10889,0.1720103,0.16831326,0.11196211,0.068002838,0.016186318,-0.000631568,-0.003131171,-0.037184098,-0.042308175,-0.043061923,-0.06221743,-0.042861971,-0.028421608,-0.059083982,-0.050522593,-0.020739758,-0.025306923,0.02078763,0.10216279,0.099865664,0.063376302,0.075171679,0.11797368,0.16184736,0.19389323,0.23270853,0.32335292,0.40544732,0.43429257,0.48520077,0.54450999,0.56420117,0.59503942,0.61446802,0.5968617,0.66007563,0.77378474,0.77277815,0.72306139,0.72808547,0.77452291,0.83712398,0.8245275,0.78143393,0.85301058,0.92101117,0.85172462,0.80255967,0.84123929,0.84770579,0.85810391,0.92532721,0.94403462,0.89788103,0.875635,0.89118789,0.9033782,0.89088749,0.88821317,0.95140567,0.93855815,0.82422124,0.7724944,0.66252922,0.53751207,0.57238609,0.58064725,0.56184804,0.5299542,0.34346521,0.17921994,0.11409524,0.025120399,0.006929338,0.18590359,0.39071097,0.29171776,-0.010194903,-0.27257604,-0.76023152,-1.4197453,-1.9527808,-2.4039707,-2.8576619,-3.410975,-3.2810923,-2.4341044,-1.8181763,-0.14310766,2
1.0203707,0.5939205,0.16931386,-0.42708647,-0.87513144,-1.1858082,-1.3744114,-1.5195511,-1.5930467,-1.6156717,-1.4999921,-1.1488941,-0.7841966,-0.51364078,-0.38649448,-0.34135311,-0.20811003,0.033786953,0.33158425,0.50435043,0.48871492,0.48819969,0.49024998,0.40730274,0.43526905,0.53883867,0.50319756,0.44757119,0.47597496,0.49741731,0.51627733,0.53917641,0.47702481,0.42599449,0.48514056,0.49556936,0.45374185,0.44754,0.43091359,0.43916611,0.4535729,0.40707821,0.42647114,0.44664991,0.3679459,0.37575299,0.401858,0.39267413,0.34912272,0.26857898,0.36250782,0.45067618,0.36819956,0.29720967,0.28608816,0.31403428,0.32779475,0.27369021,0.2543981,0.26833584,0.25259316,0.24055569,0.15939774,0.14059065,0.22118629,0.15424664,0.08995071,0.18016904,0.2139076,0.17502608,0.21465423,0.25536442,0.21649915,0.19068984,0.20443317,0.23677911,0.2819796,0.30369944,0.30138893,0.2783664,0.29439389,0.32263826,0.31317145,0.37956767,0.42206044,0.44477999,0.52088743,0.51035182,0.4835536,0.49258747,0.54504564,0.59175489,0.55869522,0.5424113,0.52878522,0.55584659,0.54420045,0.5180819,0.62793996,0.61873434,0.54773713,0.56132566,0.57551909,0.64972559,0.70074708,0.68455967,0.65327212,0.66942766,0.68345325,0.6188979,0.63321013,0.67409463,0.66303392,0.69879883,0.66980578,0.54371279,0.46702554,0.37719951,0.30233305,0.32140536,0.30520939,0.25454252,0.13671148,-0.023504794,-0.10385898,-0.28206965,-0.52847143,-0.56201338,-0.60999367,-0.83622988,-1.1253891,-1.6243122,-2.106031,-2.712556,-3.2042537,-3.8373113,-4.5340223,-4.0986078,-4.0449923,-2.0409545,2
-0.83969373,-1.7375933,-2.2050307,-2.9555148,-3.0115182,-2.9136059,-2.6609438,-2.1713305,-1.6307434,-1.0704727,-0.69002997,-0.58647443,-0.51357444,-0.14580367,0.30311711,0.44313853,0.34245578,0.2924823,0.35048187,0.35317191,0.35761638,0.42233013,0.39092272,0.39644111,0.38620344,0.3148553,0.36881646,0.36919664,0.37878709,0.42302781,0.35761638,0.36694121,0.38751433,0.32481629,0.28966685,0.27209422,0.28345911,0.32394389,0.28306472,0.22501716,0.27209422,0.31779961,0.28493706,0.22050615,0.1803574,0.143811,0.11807471,0.15908637,0.14324836,0.067248574,0.079669386,0.077284202,-0.004402486,-0.017802593,0.022744856,-0.005852765,-0.001763265,0.060843504,-0.02241374,-0.089709149,-0.027233302,0.005441591,0.05906414,0.027257726,0.006901313,0.10104992,0.10133175,0.15655272,0.24009547,0.25769501,0.29347476,0.2904879,0.34896073,0.44050624,0.47270923,0.52866068,0.61526372,0.68017349,0.66031337,0.6358218,0.63556336,0.6413364,0.72697015,0.71693274,0.65220979,0.69970498,0.7384387,0.747103,0.67215905,0.61793845,0.72108552,0.76994623,0.75499738,0.76858726,0.69675351,0.6569439,0.73390707,0.72119919,0.71044077,0.7778824,0.76384659,0.75611455,0.77979224,0.74279107,0.75496989,0.78522713,0.73020623,0.75497602,0.8490349,0.83883011,0.80660767,0.8403128,0.85720922,0.77302881,0.62153239,0.55004121,0.57305425,0.54061789,0.48874025,0.45326675,0.35761638,0.23964777,0.13068942,0.032832648,-0.064496042,0.015527773,0.13743257,-0.19239761,-0.68782719,-1.0951985,-1.5880126,-2.0545426,-2.524023,-3.0315908,-3.3878552,-3.4694999,-2.9144148,-1.797953,-0.80765633,0.50628225,2
-0.15530526,-0.60993453,-1.0648344,-1.5485687,-1.773675,-2.0757682,-2.1047673,-1.9136905,-1.6059718,-1.17295,-0.59100193,-0.30148841,-0.22889345,-0.099030251,0.17582694,0.31126753,0.38502398,0.40202675,0.38175124,0.42604688,0.39561786,0.39741332,0.38790028,0.35886794,0.40222593,0.35198082,0.35227942,0.3837578,0.38730304,0.38269041,0.38711863,0.32807345,0.30794864,0.25839624,0.22213249,0.29360687,0.28826607,0.27699303,0.27697617,0.27848106,0.24871572,0.26908906,0.26089978,0.18183873,0.22132524,0.20605013,0.16512734,0.1591649,0.095404404,0.07091878,-0.006313393,0.013658959,0.11872336,0.10225721,0.064657413,0.051965686,0.053955666,0.11364608,0.1034738,0.048733096,0.10755849,0.19917808,0.19663776,0.21934257,0.2768654,0.26041587,0.29247876,0.26482796,0.30894724,0.34697185,0.31766689,0.3943999,0.38097565,0.36238529,0.40532163,0.40130948,0.41555256,0.35809479,0.33524003,0.34628933,0.32676208,0.38191298,0.35677882,0.35457118,0.39978029,0.43483791,0.45692759,0.38994242,0.35114599,0.35453959,0.44359637,0.42231954,0.43427775,0.45845828,0.41230544,0.35577617,0.3813152,0.42920457,0.46714438,0.53613029,0.53693266,0.5058816,0.50734988,0.5954638,0.6046681,0.59268348,0.56626403,0.61008983,0.63876595,0.68126554,0.72562011,0.66279277,0.69115174,0.70737646,0.71043367,0.69743954,0.54351563,0.43089078,0.38232274,0.43297923,0.50541817,0.58702761,0.58019956,0.54454225,0.59914091,0.6062756,0.68974412,0.7071858,0.54022903,0.15986988,-0.48252659,-1.1281802,-1.8736459,-2.5911715,-3.8016055,-4.5204862,-4.7484815,-3.7634146,-2.9302603,-1.9393198,2
-0.20447261,-1.1558417,-1.3883554,-2.1467255,-2.5478228,-2.7526731,-2.6067064,-2.3882928,-1.8769303,-1.2508347,-1.0652697,-1.1683624,-0.96917957,-0.47867676,-0.17739379,-0.14564538,-0.16682772,-0.18567325,-0.13615402,-0.10755963,-0.085051122,-0.06580946,-0.13340956,-0.13082312,-0.064897345,-0.068410091,-0.096776964,-0.16502335,-0.18980238,-0.17779138,-0.18392453,-0.18320843,-0.18232962,-0.16585003,-0.22488897,-0.32516049,-0.32850746,-0.31582996,-0.36142574,-0.44035773,-0.51852139,-0.49133829,-0.46703876,-0.51642471,-0.44213283,-0.41851233,-0.46916833,-0.47767085,-0.54185794,-0.52777547,-0.52428795,-0.59347609,-0.52052756,-0.55193069,-0.5711722,-0.48635024,-0.4971796,-0.53667284,-0.60713259,-0.56304877,-0.52537118,-0.52689576,-0.47624279,-0.40764318,-0.39840747,-0.39144793,-0.39548296,-0.51843116,-0.48134489,-0.33631626,-0.31565206,-0.26025004,-0.15524869,-0.10164574,-0.10890137,-0.20835406,-0.26953934,-0.20654637,-0.14996578,-0.060594387,-0.074625575,-0.17366067,-0.14366374,-0.11038207,-0.05794359,-0.062586362,-0.10700265,-0.046887886,-0.00028174,0.011504816,-0.016484613,-0.069571381,-0.006321152,0.032493348,0.032421364,0.06955678,0.095724836,0.1034611,0.060404081,0.063539243,0.16635481,0.23147727,0.24999204,0.21207161,0.17502409,0.1919341,0.27659349,0.37349483,0.37327329,0.40587832,0.41210155,0.44272221,0.47034875,0.42571067,0.5123223,0.54395344,0.48513016,0.59995145,0.61129171,0.493465,0.42860247,0.45330667,0.51922051,0.57180513,0.65677036,0.81872279,1.3094969,1.743583,1.9479366,2.0142062,1.9572368,1.8853486,1.8878992,2.308636,2.9376849,3.3514369,3.2036758,2.8038763,2.6491516,2.7237942,2
0.44240171,-0.80886308,-1.6210676,-2.0197434,-2.2186196,-2.4852458,-2.4278146,-2.2401008,-1.6425205,-1.0947139,-0.79008977,-0.54741258,-0.43063734,-0.3439912,0.021258538,0.45836413,0.59407533,0.54422265,0.52530356,0.56051935,0.61365293,0.65072092,0.59748101,0.61581083,0.65017607,0.60765582,0.63154185,0.63277256,0.60320571,0.54605931,0.60619094,0.65410097,0.55456346,0.58786195,0.52399718,0.37973389,0.51098967,0.51247677,0.45316985,0.47947856,0.43905907,0.38689546,0.38709218,0.39957782,0.37974962,0.38697458,0.32668001,0.34501675,0.3434407,0.26991177,0.25311515,0.23008793,0.21184492,0.19269896,0.19510395,0.15506514,0.093728259,0.10133036,0.10233749,0.059154953,0.10033465,0.10564533,-0.010289286,0.021954998,0.10657507,0.090992667,0.049781468,0.058900178,0.098289475,0.135331,0.14995189,0.11054566,0.151369,0.20940445,0.2405503,0.35939398,0.35938346,0.32776035,0.4294655,0.40335152,0.37364356,0.43397803,0.4289833,0.38592705,0.48146057,0.51340318,0.4401075,0.53412666,0.55281825,0.46714512,0.51925735,0.55295274,0.45838789,0.54163578,0.5433268,0.52259741,0.62967474,0.47519822,0.51578805,0.58496844,0.55667858,0.58269698,0.59667591,0.57541525,0.52795244,0.60951589,0.60102098,0.55384776,0.63062041,0.58338384,0.56484464,0.66126198,0.671834,0.67276528,0.65262318,0.60345129,0.49919577,0.36860224,0.22527244,0.28929572,0.2921179,0.24307574,0.24446762,-0.079602215,-0.20762356,-0.19702182,-0.15310707,0.008517193,-0.007146454,-0.18423539,-0.49551239,-1.0196886,-1.7226032,-2.5330332,-3.4801633,-4.1180375,-4.4446557,-3.4102721,-2.9717599,-1.3905732,2
